"player","season","fouls_drawn_to_shot","def_action_to_shot","goal_creating_action","comp_live_pass_to_goal","comp_dead_pass_to_goal","takeon_to_goal","shot_to_goal_shot","fouls_drawn_to_goal","def_action_to_goal","carries","tot_carry_distance","prog_carry_distance","prog_carries","carries_into_final_third","carries_into_box","fail_to_control","lose_control_due_to_tkl","successfully_rec_pass"
"Youssouf Sabaly","2020-2021",8,2,14,6,2,1,1,3,1,1204,5801,3270,84,55,11,50,31,1398
"Darío Benedetto","2020-2021",3,0,7,6,0,0,0,1,0,303,1235,376,15,10,6,41,22,387
"Yacine Adli","2020-2021",3,3,10,7,1,0,1,1,0,1179,5988,3121,54,50,10,42,41,1422
"Fodé Ballo-Touré","2020-2021",1,0,4,3,0,0,0,1,0,256,1560,789,30,17,6,7,5,302
"Manuel De Luca","2020-2021",2,1,2,2,0,0,0,0,0,327,1586,455,19,15,12,67,27,442
"Abdoulaye Touré","2020-2021",2,0,5,5,0,0,0,0,0,652,2891,1303,22,22,0,28,18,801
"Brandon Soppy","2020-2021",3,0,0,0,0,0,0,0,0,280,1332,708,16,12,5,11,4,302
"Raoul Bellanova","2020-2021",4,0,2,0,1,0,1,0,0,812,5895,3073,82,46,12,40,19,835
"Michele Cavion","2020-2021",4,0,2,2,0,0,0,0,0,466,3161,1558,41,29,8,19,14,525
"Joel Obi","2020-2021",2,1,4,3,0,0,1,0,0,802,3627,1600,25,24,3,30,16,902
"Lassana Coulibaly","2020-2021",1,1,2,2,0,0,0,0,0,486,2852,1127,20,19,2,27,17,497
"Omar Richards","2020-2021",4,2,7,5,0,0,0,1,1,1317,6311,3691,91,50,27,49,41,1482
"Mohamed Simakan","2020-2021",2,0,3,3,0,0,0,0,0,640,3563,2043,18,13,4,12,10,625
"Leonardo Balerdi","2020-2021",0,1,1,1,0,0,0,0,0,771,3755,1897,11,11,2,11,10,820
"Mitchel Bakker","2020-2021",0,0,4,3,1,0,0,0,0,837,3130,1476,31,31,4,18,11,1023
"Myziane Maolida","2020-2021",2,1,4,2,0,0,1,1,0,338,2050,990,35,21,16,27,17,377
"Niclas Eliasson","2020-2021",3,1,3,2,1,0,0,0,0,385,2105,889,27,15,7,46,13,409
"Zinedine Ferhat","2020-2021",10,1,20,14,0,2,1,3,0,982,5803,2524,92,73,37,88,48,1242
"Anthony Caci","2020-2021",1,1,3,3,0,0,0,0,0,1154,5628,2749,52,37,4,35,16,1260
"Renato Sanches","2020-2021",2,0,8,4,1,2,1,0,0,793,3912,2177,48,36,12,34,20,904
"Terem Moffi","2020-2021",4,1,8,3,0,2,2,1,0,359,1900,803,35,35,18,94,43,470
"Jonathan Gradit","2020-2021",1,1,2,2,0,0,0,0,0,1315,9003,6332,72,33,1,26,12,1441
"Benoît Badiashile","2020-2021",0,1,4,4,0,0,0,0,0,1613,7551,4566,17,16,0,15,2,1955
"Loïck Landre","2020-2021",0,1,1,1,0,0,0,0,0,557,2935,1851,11,5,1,4,1,627
"Arber Zeneli","2020-2021",3,0,6,3,2,0,1,0,0,362,2943,1438,47,30,23,55,24,386
"Yvan Neyou","2020-2021",0,0,3,3,0,0,0,0,0,947,5454,2799,45,31,3,29,16,1075
"Denis Bouanga","2020-2021",4,2,11,7,0,1,2,1,0,746,4925,2500,85,43,40,121,53,896
"Romain Hamouma","2020-2021",4,0,3,2,0,0,1,0,0,548,3686,1638,62,36,21,85,37,637
"Yvann Macon","2020-2021",0,0,1,1,0,0,0,0,0,181,1214,623,16,14,1,11,9,183
"Romain Del Castillo","2020-2021",1,1,6,3,2,1,0,0,0,282,1521,787,24,11,10,28,12,347
"Rafinha","2020-2021",3,2,8,6,0,0,0,1,1,928,4961,2579,55,61,8,34,35,1113
"Jean-Kevin Duverne","2020-2021",0,0,3,3,0,0,0,0,0,967,5694,3639,39,19,3,12,10,1069
"Jordan Marié","2020-2021",0,0,0,0,0,0,0,0,0,486,1532,594,6,10,1,23,11,612
"Kévin Denkey","2020-2021",1,0,1,1,0,0,0,0,0,107,388,119,6,1,5,18,9,121
"Elye Wahi","2020-2021",5,0,2,1,0,0,0,1,0,101,790,452,16,9,7,13,9,121
"Sébastien Corchia","2020-2021",0,1,3,1,1,1,0,0,0,522,2634,1317,39,30,3,26,15,546
"Ibrahima Sissoko","2020-2021",2,3,2,2,0,0,0,0,0,750,3831,1897,28,30,3,45,23,865
"Hianga Mananga Mbock","2020-2021",0,0,0,0,0,0,0,0,0,181,1122,601,9,10,0,10,6,189
"Ryad Boudebouz","2020-2021",2,0,2,1,1,0,0,0,0,312,1971,991,20,25,1,16,9,381
"Jean Seri","2020-2021",0,0,1,1,0,0,0,0,0,365,1481,682,9,8,1,14,4,418
"Jean-Ricner Bellegarde","2020-2021",5,0,9,5,0,0,1,3,0,651,4827,2019,64,40,19,72,38,743
"Loïc Bade","2020-2021",0,0,1,1,0,0,0,0,0,1403,9668,5896,42,19,2,21,11,1489
"Ibrahima Diallo","2020-2021",1,2,0,0,0,0,0,0,0,213,878,468,4,3,0,4,5,235
"Nelson Sissoko","2020-2021",0,1,0,0,0,0,0,0,0,157,895,388,10,5,0,4,5,170
"Marco Verratti","2020-2021",1,1,7,5,0,0,2,0,0,1322,6021,3249,38,51,10,30,29,1636
"Houboulang Mendes","2020-2021",2,0,0,0,0,0,0,0,0,350,1758,826,27,15,1,30,10,404
"Anthony Briançon","2020-2021",0,0,1,1,0,0,0,0,0,581,2812,1637,9,3,0,3,0,638
"Burak Yılmaz","2020-2021",12,0,9,8,0,0,0,1,0,426,2069,848,37,21,18,57,21,582
"Brendan Chardonnet","2020-2021",0,0,3,3,0,0,0,0,0,1242,5452,3267,29,11,2,10,2,1359
"Mehdi Chahiri","2020-2021",0,0,1,0,0,0,1,0,0,256,1488,718,24,15,7,32,22,285
"Gaëtan Charbonnier","2020-2021",2,0,3,2,0,1,0,0,0,546,1832,680,18,21,8,49,28,675
"Sofiane Diop","2020-2021",2,3,11,6,0,1,2,0,2,745,4176,2084,65,43,15,54,35,903
"Hassane Kamara","2020-2021",6,0,2,1,0,0,0,1,0,1390,7720,4293,111,77,16,48,23,1512
"Steve Mounié","2020-2021",6,1,8,7,0,0,0,1,0,495,2193,695,27,17,7,69,37,818
"Ángel Di María","2020-2021",9,1,18,13,1,1,1,2,0,962,5564,2661,90,67,24,56,22,1144
"Julian Draxler","2020-2021",1,1,5,4,1,0,0,0,0,470,2914,1550,49,37,12,7,13,582
"Pablo Martinez","2020-2021",0,0,1,1,0,0,0,0,0,210,993,670,6,0,0,1,2,230
"Dereck Kutesa","2020-2021",3,0,2,2,0,0,0,0,0,166,1514,741,30,15,14,21,13,189
"Melvin Bard","2020-2021",1,0,1,0,0,0,0,1,0,255,1252,747,17,13,5,13,1,261
"Damien Da Silva","2020-2021",0,1,0,0,0,0,0,0,0,1455,8235,4719,28,20,2,5,3,1667
"M'Baye Niang","2020-2021",2,0,0,0,0,0,0,0,0,78,266,71,3,2,1,19,6,106
"Benjamin Bourigeaud","2020-2021",0,0,11,5,6,0,0,0,0,1136,3920,1749,21,31,6,30,15,1493
"Lamine Fomba","2020-2021",0,2,3,3,0,0,0,0,0,508,2539,1103,19,18,0,38,42,514
"Jordan Amavi","2020-2021",6,0,4,2,0,0,0,2,0,275,1532,676,17,19,2,13,9,300
"Vincent Le Goff","2020-2021",2,0,1,1,0,0,0,0,0,745,3574,1841,42,29,3,20,10,828
"Ignatius Ganago","2020-2021",9,2,9,1,0,3,0,3,2,273,1345,553,27,10,16,47,27,351
"Otávio","2020-2021",1,2,1,1,0,0,0,0,0,607,2369,975,8,13,2,6,8,745
"Junior Sambia","2020-2021",11,0,14,10,1,1,0,2,0,855,4835,2668,61,72,9,41,37,975
"Yoane Wissa","2020-2021",18,0,16,9,0,0,2,5,0,669,4281,2308,81,53,24,71,30,770
"Paul Baysse","2020-2021",0,1,2,2,0,0,0,0,0,1220,5375,3139,17,10,1,3,3,1363
"Aimen Moueffek","2020-2021",2,0,0,0,0,0,0,0,0,240,1537,809,17,11,1,17,10,237
"Wahbi Khazri","2020-2021",5,0,3,0,0,1,0,2,0,374,2472,1112,37,28,8,40,25,395
"Romain Thomas","2020-2021",0,0,2,1,1,0,0,0,0,1132,4758,1971,4,1,0,13,5,1209
"Xavier Chavalerin","2020-2021",1,2,4,2,0,0,1,0,1,648,2610,1058,11,13,0,23,11,807
"Nayef Aguerd","2020-2021",0,0,1,1,0,0,0,0,0,1885,7924,4548,14,16,1,11,10,2257
"Thierry Ambrose","2020-2021",2,0,2,2,0,0,0,0,0,223,1444,580,26,17,9,33,26,277
"Tom Lacoux","2020-2021",0,0,0,0,0,0,0,0,0,159,662,249,3,5,0,14,9,168
"Colin Dagba","2020-2021",3,0,2,2,0,0,0,0,0,618,2840,1620,38,33,12,15,12,759
"Aaron Leya Iseka","2020-2021",4,0,1,0,0,1,0,0,0,177,923,361,13,12,10,35,19,245
"Mathieu Cafaro","2020-2021",2,2,7,6,0,0,1,0,0,660,4307,2159,61,52,14,57,13,767
"Marshall Munetsi","2020-2021",1,0,2,1,0,0,0,1,0,618,3285,1389,9,10,1,30,9,670
"Haris Belkebla","2020-2021",3,0,4,2,1,0,0,1,0,1018,4842,2176,21,17,3,36,24,1137
"Florian Thauvin","2020-2021",8,1,13,7,4,1,1,0,0,1147,6840,3500,112,77,32,79,51,1362
"Armand Lauriente","2020-2021",5,0,10,7,0,2,1,0,0,542,4340,2178,87,61,27,65,36,593
"Marcus Coco","2020-2021",4,1,4,2,1,0,1,0,0,451,2586,1072,36,31,6,51,35,574
"Stephy Mavididi","2020-2021",6,0,7,1,0,4,2,0,0,515,3708,1768,76,35,23,73,38,574
"Bersant Celina","2020-2021",2,0,6,4,2,0,0,0,0,740,3825,2119,68,48,7,41,25,893
"Nolan Roux","2020-2021",0,0,0,0,0,0,0,0,0,112,488,137,4,3,0,26,9,149
"Caio Henrique Oliveira Silva","2020-2021",3,2,10,8,0,0,0,1,1,926,5210,3177,85,61,12,38,7,1033
"Laurent Abergel","2020-2021",4,1,9,6,0,1,1,1,0,1075,4705,2140,32,32,4,53,44,1288
"Zeki Çelik","2020-2021",1,2,7,7,0,0,0,0,0,1046,5119,2871,69,52,11,34,14,1172
"Yunis Abdelhamid","2020-2021",0,0,0,0,0,0,0,0,0,1255,6240,3618,18,5,1,14,12,1354
"Abdoul Kader Bamba","2020-2021",5,0,3,2,0,1,0,0,0,390,2495,1174,41,21,20,26,18,450
"Cesc Fàbregas","2020-2021",2,1,6,6,0,0,0,0,0,457,1696,858,10,6,2,17,9,662
"Raphinha","2020-2021",5,1,7,4,0,1,0,1,1,106,782,422,11,8,6,7,3,134
"Christophe Hérelle","2020-2021",0,1,0,0,0,0,0,0,0,644,3004,1659,9,7,0,4,1,710
"Aleksandr Golovin","2020-2021",1,0,12,7,5,0,0,0,0,403,2574,1341,45,29,11,29,12,459
"Jordan Ferri","2020-2021",1,3,6,6,0,0,0,0,0,1154,5707,2736,36,32,6,37,27,1319
"Andrei Girotto","2020-2021",1,1,5,3,0,0,2,0,0,894,4410,2427,18,22,1,12,2,1036
"Fabien Centonze","2020-2021",9,3,6,3,0,0,0,2,1,1230,8168,4390,117,80,9,66,32,1246
"Lucas Gourna-Douath","2020-2021",1,4,2,2,0,0,0,0,0,446,2643,1288,17,13,0,20,16,468
"Ruben Aguilar","2020-2021",7,2,7,4,1,1,0,1,0,944,5100,2717,74,52,4,40,14,1171
"Gelson Martins","2020-2021",5,1,9,4,0,1,1,3,0,598,3772,1628,57,35,25,58,29,640
"Moussa Koné","2020-2021",7,1,2,0,0,1,0,1,0,289,1641,631,22,13,14,65,31,337
"Daniel Congré","2020-2021",0,1,2,1,0,0,1,0,0,979,4746,2768,26,6,1,15,3,1107
"Aboubakar Kamara","2020-2021",4,0,1,1,0,0,0,0,0,141,694,234,10,8,3,18,16,180
"Layvin Kurzawa","2020-2021",3,0,2,1,0,0,0,1,0,620,2466,1239,32,23,3,25,14,740
"Álvaro González","2020-2021",2,1,4,1,0,0,1,1,1,1384,6879,4819,25,5,0,9,3,1578
"Jonathan Ikone","2020-2021",2,1,10,5,0,1,3,1,0,712,4495,2322,65,54,24,61,56,796
"Kylian Mbappé","2020-2021",11,0,27,13,0,7,2,5,0,952,7200,3939,163,101,85,82,46,1188
"Ander Herrera","2020-2021",1,1,8,8,0,0,0,0,0,1205,5119,2693,27,31,1,25,10,1579
"Mauro Icardi","2020-2021",4,0,6,3,0,0,1,2,0,116,411,180,3,3,1,13,7,178
"Alexander Djiku","2020-2021",1,1,0,0,0,0,0,0,0,918,4598,2139,11,11,0,9,7,1022
"Lucas Deaux","2020-2021",0,2,7,7,0,0,0,0,0,714,3120,1696,23,7,6,35,18,793
"Mounir Chouiar","2020-2021",5,0,2,2,0,0,0,0,0,458,3002,1397,49,28,13,39,41,516
"Ludovic Ajorque","2020-2021",9,0,8,4,0,1,1,2,0,611,2404,953,33,25,15,74,31,940
"Jimmy Cabot","2020-2021",1,0,1,1,0,0,0,0,0,374,2122,1018,33,25,5,34,12,397
"Nathanael Mbuku","2020-2021",8,1,6,2,0,1,2,1,0,533,3200,1799,47,38,13,48,27,593
"Jonas Martin","2020-2021",1,0,2,2,0,0,0,0,0,250,952,397,5,7,1,4,5,317
"Abdul Majeed Waris","2020-2021",4,0,0,0,0,0,0,0,0,148,928,442,18,10,6,19,12,176
"Charles Abi","2020-2021",1,0,3,2,0,1,0,0,0,166,1056,424,13,15,2,33,20,242
"Ibrahima Niane","2020-2021",3,0,2,0,0,1,0,1,0,134,699,231,9,8,3,37,9,193
"Gaëtan Paquiez","2020-2021",1,0,0,0,0,0,0,0,0,232,1190,737,22,13,2,11,3,245
"Jason Denayer","2020-2021",0,0,0,0,0,0,0,0,0,1203,5541,3349,15,14,1,6,1,1386
"El Bilal Touré","2020-2021",1,1,2,1,0,0,0,0,1,192,936,383,13,12,2,43,10,283
"Jean-Eudes Aholou","2020-2021",3,2,4,2,0,0,1,0,1,575,2929,1433,27,20,2,41,20,674
"Andrew Gravillon","2020-2021",0,0,4,4,0,0,0,0,0,822,3587,2051,16,13,1,16,4,887
"Kévin Monnet-Paquet","2020-2021",0,0,0,0,0,0,0,0,0,159,884,308,12,3,7,16,16,196
"Adrian Grbić","2020-2021",4,0,4,0,0,0,1,3,0,180,750,356,13,8,6,25,10,214
"Yuto Nagatomo","2020-2021",0,0,3,2,0,0,1,0,0,464,2190,918,19,9,2,22,10,512
"Angelo Fulgini","2020-2021",11,1,11,7,1,0,1,1,1,1400,7854,3982,101,81,21,98,69,1624
"Lois Diony","2020-2021",4,0,2,1,0,0,0,1,0,337,2092,724,45,18,19,51,31,452
"Enock Kwateng","2020-2021",1,0,1,1,0,0,0,0,0,428,1771,981,15,10,0,19,7,459
"Mamadou Fofana","2020-2021",0,0,0,0,0,0,0,0,0,300,1103,530,2,2,0,6,3,306
"Djibril Sidibé","2020-2021",1,1,3,1,2,0,0,0,0,1090,5482,3427,51,31,0,20,6,1267
"Arnaud Souquet","2020-2021",1,1,3,3,0,0,0,0,0,362,2186,1119,34,22,4,23,14,416
"Aurélien Tchouaméni","2020-2021",4,1,9,8,0,0,0,1,0,1220,6457,2768,42,33,4,50,31,1493
"Stéphane Bahoken","2020-2021",1,0,3,2,0,1,0,0,0,348,1948,747,34,18,15,70,34,423
"Martin Terrier","2020-2021",7,5,9,7,0,1,0,1,0,606,3319,1508,57,32,17,78,23,791
"Massadio Haïdara","2020-2021",2,0,3,2,0,0,1,0,0,789,4450,2837,56,27,4,32,8,887
"Morgan Schneiderlin","2020-2021",0,1,2,2,0,0,0,0,0,1089,4312,2007,15,16,0,22,7,1329
"Thilo Kehrer","2020-2021",1,0,2,1,0,0,1,0,0,861,3726,1800,9,13,1,7,3,997
"Jonathan Clauss","2020-2021",3,2,14,10,1,2,0,0,1,826,5075,3085,102,69,19,52,13,906
"Seko Fofana","2020-2021",5,1,8,6,0,1,0,1,0,956,5893,2850,75,58,15,50,32,1122
"Sofiane Alakouch","2020-2021",3,0,3,2,0,0,0,1,0,545,2292,1350,35,22,4,26,17,605
"Naomichi Ueda","2020-2021",0,0,0,0,0,0,0,0,0,272,1566,1047,6,2,0,4,1,286
"Mehdi Zerkane","2020-2021",4,0,4,2,0,0,1,1,0,468,2910,1301,30,23,3,28,19,540
"Paul Lasne","2020-2021",1,1,3,3,0,0,0,0,0,765,3162,1302,10,13,2,14,5,866
"Fabien Lemoine","2020-2021",0,0,3,2,0,0,1,0,0,958,3950,1829,21,20,3,19,12,1162
"Trevoh Chalobah","2020-2021",2,0,4,4,0,0,0,0,0,817,3776,1932,25,26,3,25,9,945
"Boubakar Kouyaté","2020-2021",0,0,0,0,0,0,0,0,0,596,2831,1220,1,3,0,12,5,602
"Mickaël Cuisance","2020-2021",1,0,3,3,0,0,0,0,0,415,1930,820,19,18,3,37,35,487
"Steven Fortes","2020-2021",0,0,0,0,0,0,0,0,0,643,4000,2404,18,5,0,4,1,741
"Dimitri Payet","2020-2021",9,2,17,9,4,1,0,2,1,1012,4815,2465,78,51,27,54,25,1268
"Lilian Brassier","2020-2021",0,0,1,1,0,0,0,0,0,528,2661,1524,2,11,0,17,1,562
"Gaël Kakuta","2020-2021",4,1,10,8,1,0,0,1,0,852,4234,1720,48,46,12,76,54,1075
"Lionel Carole","2020-2021",0,0,4,4,0,0,0,0,0,549,2764,1514,29,16,1,17,9,619
"Karl Toko Ekambi","2020-2021",2,2,15,10,0,2,1,2,0,880,5799,3167,118,77,54,73,26,1056
"Adrien Truffert","2020-2021",2,0,6,5,0,0,0,1,0,841,4061,2015,46,38,9,31,14,979
"Roger Assalé","2020-2021",2,0,3,1,0,0,1,1,0,203,1247,556,22,14,9,30,19,220
"Frederic Guilbert","2020-2021",3,1,5,4,0,0,1,0,0,366,2308,1244,39,26,1,20,7,399
"Irvin Cardona","2020-2021",3,0,3,2,0,0,0,1,0,428,2324,953,46,26,23,69,19,513
"Matteo Ahlinvi","2020-2021",2,1,0,0,0,0,0,0,0,303,2040,1166,31,14,3,26,16,302
"Harold Moukoudi","2020-2021",0,0,3,0,0,0,3,0,0,800,3636,1867,13,10,1,7,10,879
"Moses Simon","2020-2021",2,0,7,5,1,1,0,0,0,641,4425,2328,117,47,50,65,47,679
"Thibault De Smet","2020-2021",1,0,0,0,0,0,0,0,0,202,1221,741,23,10,2,3,0,238
"Gerzino Nyamsi","2020-2021",0,0,0,0,0,0,0,0,0,483,2253,1233,7,4,0,8,5,552
"Stanley N'Soki","2020-2021",0,0,0,0,0,0,0,0,0,711,3212,1874,15,4,2,13,5,820
"Ludovic Blas","2020-2021",4,2,10,6,0,2,0,2,0,903,5782,2655,73,59,19,85,63,944
"Ismaël Boura","2020-2021",0,0,0,0,0,0,0,0,0,318,2064,1033,30,22,2,16,15,341
"Moussa Doumbia","2020-2021",2,0,4,3,1,0,0,0,0,390,2705,1435,50,29,22,37,13,406
"Ronaël Pierre-Gabriel","2020-2021",5,0,0,0,0,0,0,0,0,896,4280,2068,34,30,3,14,13,974
"Kevin Volland","2020-2021",7,0,12,10,0,0,0,2,0,606,2578,1153,43,24,16,81,40,833
"Habib Diallo","2020-2021",2,0,8,4,0,0,4,0,0,513,2364,709,22,19,10,92,44,673
"Pedro Mendes","2020-2021",0,1,0,0,0,0,0,0,0,533,2562,1482,8,6,0,8,2,611
"Yannick Cahuzac","2020-2021",0,0,1,0,0,0,1,0,0,499,2451,1329,28,14,0,18,6,620
"Senou Coulibaly","2020-2021",0,0,1,0,0,0,1,0,0,701,3618,2069,8,6,0,9,8,781
"Pedro Chirivella","2020-2021",1,1,4,3,0,0,1,0,0,780,3468,1609,19,15,0,17,12,955
"Neymar","2020-2021",15,0,15,9,2,1,1,2,0,907,7048,3705,103,98,31,73,48,1083
"Youcef Atal","2020-2021",2,0,1,1,0,0,0,0,0,481,2862,1567,43,29,11,39,13,515
"Ghislain Konan","2020-2021",0,2,3,2,0,0,1,0,0,909,6515,4021,106,71,4,34,24,1010
"Téji Savanier","2020-2021",14,7,13,5,4,1,2,1,0,821,4411,2155,46,45,5,49,43,921
"Sacha Boey","2020-2021",2,0,3,1,2,0,0,0,0,614,2626,1179,33,23,2,37,13,690
"Sinaly Diomande","2020-2021",0,0,0,0,0,0,0,0,0,516,2473,1400,8,7,2,3,2,586
"Wesley Lautoa","2020-2021",0,1,0,0,0,0,0,0,0,546,2203,1146,5,5,0,9,12,627
"Morgan Sanson","2020-2021",1,1,4,2,1,0,0,1,0,253,1462,686,20,17,2,26,13,301
"Facundo Medina","2020-2021",1,0,1,1,0,0,0,0,0,1111,6030,3907,24,10,0,21,12,1240
"Enzo Le Fée","2020-2021",3,1,8,3,4,0,1,0,0,650,3909,1912,47,53,4,47,34,764
"Yassine Benzia","2020-2021",0,0,0,0,0,0,0,0,0,157,651,259,5,6,1,13,7,167
"Birger Meling","2020-2021",1,1,8,5,0,2,0,1,0,748,4102,2078,53,35,11,32,10,811
"Pape Gueye","2020-2021",2,2,4,3,0,0,1,0,0,1003,4452,2197,16,16,1,33,17,1155
"Bruno Ecuele Manga","2020-2021",0,0,1,1,0,0,0,0,0,1424,6146,3172,10,6,3,16,6,1479
"Idrissa Gana Gueye","2020-2021",1,3,4,3,0,1,0,0,0,1229,6312,3185,46,48,4,27,20,1503
"Alexis Claude-Maurice","2020-2021",5,0,11,8,1,1,1,0,0,681,3938,2119,61,45,20,62,43,751
"Vagner Gonçalves","2020-2021",7,1,5,2,0,1,1,1,0,257,1327,576,14,12,3,49,25,286
"Romain Faivre","2020-2021",17,2,15,7,4,0,2,2,0,1188,8828,4590,141,115,26,74,34,1239
"Hatem Ben Arfa","2020-2021",4,1,8,3,3,1,0,1,0,724,5615,2792,81,72,25,58,58,836
"Opa Nguette","2020-2021",4,0,3,1,0,1,0,1,0,295,2001,877,33,20,19,55,43,355
"Julien Faussurier","2020-2021",0,1,6,6,0,0,0,0,0,364,1606,922,28,8,5,14,3,389
"Kenny Lala","2020-2021",0,0,5,5,0,0,0,0,0,682,4439,2264,48,46,5,37,22,751
"Kévin Zohi","2020-2021",0,0,0,0,0,0,0,0,0,165,1015,465,18,11,6,16,8,182
"Nicolas Pallois","2020-2021",0,1,1,1,0,0,0,0,0,851,4551,2480,20,13,0,14,9,851
"Joris Chotard","2020-2021",0,1,1,1,0,0,0,0,0,211,913,435,5,7,2,14,7,250
"Jonathan Delaplace","2020-2021",0,0,1,1,0,0,0,0,0,268,1226,525,15,9,3,19,1,301
"Saîf-Eddine Khaoui","2020-2021",0,0,1,1,0,0,0,0,0,182,747,317,7,9,0,15,7,191
"Pierrick Capelle","2020-2021",1,5,5,2,2,0,0,0,1,809,4234,1744,38,34,3,38,32,915
"Florian Sotoca","2020-2021",10,1,7,6,0,0,0,1,0,686,3356,1362,43,42,14,59,36,944
"Arnaud Nordin","2020-2021",12,0,8,3,1,3,1,0,0,479,3636,1733,55,42,15,50,23,537
"Gaëtan Laborde","2020-2021",4,2,17,13,0,1,2,1,0,688,3825,2078,81,60,33,104,31,917
"Tino Kadewere","2020-2021",7,1,12,9,0,1,0,1,1,555,2389,1056,36,24,18,53,33,644
"Antonin Bobichon","2020-2021",5,0,3,2,0,0,1,0,0,419,2017,915,20,24,3,17,16,478
"Khéphren Thuram","2020-2021",2,1,9,6,0,1,1,1,0,692,3821,2088,32,19,3,16,8,838
"Corentin Jean","2020-2021",4,1,4,1,0,1,0,2,0,168,863,351,9,6,1,19,13,187
"Florent Mollet","2020-2021",9,1,9,5,3,0,0,1,0,963,5253,2103,48,33,7,31,27,1052
"Flavius Daniliuc","2020-2021",0,1,0,0,0,0,0,0,0,777,3905,2598,25,6,0,11,3,902
"Abdoulaye Bamba","2020-2021",0,1,1,0,1,0,0,0,0,479,1855,818,19,13,2,13,3,553
"Toma Bašić","2020-2021",5,3,3,0,1,2,0,0,0,998,4752,1986,31,24,2,46,22,1132
"Youssouf Fofana","2020-2021",3,2,9,6,1,1,0,1,0,1101,5869,2967,57,52,4,45,26,1410
"Bruno Guimarães","2020-2021",1,0,10,8,1,0,0,1,0,1106,5958,2938,40,54,6,25,18,1279
"Thomas Delaine","2020-2021",1,0,2,2,0,0,0,0,0,588,4611,3014,98,69,16,27,11,624
"Aníbal Chalá","2020-2021",0,0,1,1,0,0,0,0,0,261,1324,756,17,16,1,14,3,266
"Thomas Monconduit","2020-2021",1,0,1,0,0,0,1,0,0,444,2102,1216,14,13,2,16,13,539
"Arkadiusz Milik","2020-2021",2,2,4,3,0,1,0,0,0,253,969,428,15,8,8,33,12,345
"Mahdi Camara","2020-2021",4,5,3,2,0,1,0,0,0,1173,6823,3311,55,46,6,42,21,1325
"John Boye","2020-2021",0,2,3,3,0,0,0,0,0,829,2963,1045,4,4,1,14,3,894
"Pape Cheikh Diop","2020-2021",4,1,1,0,0,0,0,1,0,443,2056,1037,14,11,1,20,8,488
"Patrick Burner","2020-2021",1,1,0,0,0,0,0,0,0,374,1660,887,17,10,5,15,3,415
"Papa Ndiaga Yade","2020-2021",2,0,5,4,0,1,0,0,0,271,2085,1017,41,25,12,43,23,293
"Frédéric Sammaritano","2020-2021",2,0,3,2,1,0,0,0,0,336,1750,817,23,15,0,27,18,424
"Mathias Pereira Lage","2020-2021",2,1,2,1,0,0,0,1,0,356,1950,883,24,30,6,37,16,428
"Didier Ibrahim Ndong","2020-2021",0,1,1,1,0,0,0,0,0,1096,5713,2551,39,24,0,38,16,1236
"Jérémy Le Douaron","2020-2021",3,2,5,3,0,0,0,1,1,197,1240,439,22,13,7,35,24,215
"Clément Grenier","2020-2021",2,0,8,6,1,0,0,1,0,557,2205,1029,17,23,1,20,9,771
"Domagoj Bradarić","2020-2021",1,0,5,5,0,0,0,0,0,612,2763,1628,42,33,5,21,5,638
"Pape Abou Cissé","2020-2021",1,0,0,0,0,0,0,0,0,440,2357,1307,2,2,1,9,0,463
"Dan Ndoye","2020-2021",3,0,2,1,0,0,1,0,0,172,1173,537,22,9,12,27,8,199
"Timothy Weah","2020-2021",0,1,0,0,0,0,0,0,0,229,1349,630,26,14,9,24,8,294
"Nicolas Cozza","2020-2021",1,1,1,1,0,0,0,0,0,426,2293,1336,25,23,1,21,3,427
"Damien Le Tallec","2020-2021",0,0,3,2,0,0,1,0,0,229,1094,471,8,3,0,11,0,296
"Memphis","2020-2021",9,3,25,17,2,4,0,2,0,1038,5242,2756,95,65,48,118,57,1289
"Danilo Pereira","2020-2021",1,0,3,3,0,0,0,0,0,875,3978,2115,10,11,0,12,6,1015
"Thomas Foket","2020-2021",1,0,5,4,0,0,0,1,0,1140,6504,3751,90,60,3,37,17,1268
"José Fonte","2020-2021",3,0,5,3,0,0,1,1,0,1673,7111,4131,14,19,2,9,1,1915
"Mathieu Debuchy","2020-2021",1,1,4,2,0,0,2,0,0,651,2926,1383,33,18,1,33,14,736
"Serhou Guirassy","2020-2021",7,0,5,2,0,2,0,1,0,408,2014,629,17,14,8,66,31,605
"Warren Tchimbembé","2020-2021",0,0,2,1,0,0,1,0,0,184,808,405,4,3,0,8,5,211
"Wissam Ben Yedder","2020-2021",5,1,16,12,0,0,3,1,0,644,3184,1596,61,38,34,70,43,866
"Duje Ćaleta-Car","2020-2021",0,0,1,1,0,0,0,0,0,1356,5814,3081,13,10,1,7,3,1507
"Junior Dina Ebimbe","2020-2021",3,0,3,2,0,0,1,0,0,712,5164,2382,65,58,17,81,32,818
"Tony Mauricio","2020-2021",1,0,4,0,4,0,0,0,0,221,1018,416,10,9,3,9,12,255
"Pablo Sarabia","2020-2021",2,0,7,6,0,0,1,0,0,476,2441,1360,44,36,13,28,13,594
"Kalifa Coulibaly","2020-2021",0,0,3,3,0,0,0,0,0,159,643,181,6,8,4,26,13,298
