player,transfer,season,matches_played,minutes,matches_played_starter,matches_played_sub,matches_no_play,raw_goals,raw_assists,raw_goals_and_assists,raw_nonpenaltykick_goal,total_pass_attempts,Total_Cmp.,Total_Passes_Leading_to_Shot,Cmp_Passes_18_yard_box,Progressive_Passes,tot_carry_distance,Total_Pass_Distance_Towards_Opp_Goal,prog_pass_ratio,prog_carry_dist_ratio,progression_by_carry,aerial_win_loss_ratio,Shot_Creating_Actions,def_action_to_shot,takeon_to_goal,prog_carry_distance,prog_carries,Progressive_Passes_Received,TakeOn_Attempts,TakeOn_Success_Percentage,Tackles_Total,Tackles_Won,tackle_success_rate,Interceptions,Clearances,Aerial_Win_Percentage,aerial_attempts,Forward,Midfielder,Defender
Massimiliano Busellato,0,2020-2021,27,1640,18,9,2,3,0,3,3,863,84.9,8,7,89,3071,3285,36.91011235955056,0.4431781178769131,2.3264957264957267,10.76923076923077,23,0,0,1361,15,35,13,53.8,48,25,0.5208333333333334,30,20,43.5,23,0,1,0
Salvatore Esposito,0,2020-2021,31,2295,26,5,7,5,4,9,4,1626,80.1,50,21,148,3903,7121,48.11486486486486,0.42608250064053294,1.7542194092827004,16.64,96,1,0,1663,16,20,14,57.1,40,22,0.55,30,45,39,41,0,1,0
Patrick Ciurria,0,2020-2021,36,3038,34,2,0,9,11,20,8,860,63.1,61,46,120,5656,3231,26.925,0.5058345120226309,3.8766937669376693,23.442307692307693,121,2,3,2861,121,253,82,56.1,21,10,0.47619047619047616,6,16,30.7,75,1,1,0
Marko Pajač,0,2020-2021,17,642,6,11,1,0,2,2,0,504,78.6,11,12,37,1564,2341,63.270270270270274,0.520460358056266,2.217983651226158,5.333333333333333,28,0,0,814,11,51,11,63.6,6,4,0.6666666666666666,6,9,57.1,7,0,1,1
Matteo Cotali,0,2020-2021,13,923,9,4,23,0,2,2,0,521,78.3,9,8,35,1508,2619,74.82857142857142,0.47679045092838196,2.1023391812865495,7.538461538461538,16,0,0,719,20,49,8,37.5,16,8,0.5,7,23,35,20,0,0,1
Paolo Bartolomei,0,2020-2021,16,1018,13,3,4,0,1,1,0,731,78.7,24,17,74,2130,3055,41.28378378378378,0.4624413145539906,1.9200779727095516,4.3076923076923075,45,0,0,985,14,28,7,71.4,14,7,0.5,12,8,23.5,17,0,1,0
Marco Capuano,0,2020-2021,14,1138,14,0,12,1,0,1,1,814,84.6,1,4,70,2425,5159,73.7,0.5797938144329897,2.683206106870229,43.3125,7,0,0,1406,9,1,7,85.7,8,4,0.5,8,46,56.8,74,0,0,1
Marco Toscano,0,2020-2021,10,519,3,7,6,0,0,0,0,304,73.4,8,5,34,1117,1239,36.44117647058823,0.4923903312444047,2.6315789473684212,3.6,15,0,0,550,6,12,5,40,10,6,0.6,6,3,37.5,8,0,1,0
Andrea Colpani,0,2020-2021,23,924,11,12,15,1,1,2,1,454,79.3,23,18,56,2442,1732,30.928571428571427,0.5524160524160524,3.4857881136950906,8.615384615384615,41,0,1,1349,43,84,37,48.6,12,9,0.75,7,9,38.1,21,0,1,0
Giuseppe De Luca,0,2020-2021,28,1617,17,11,3,3,1,4,3,435,67.8,16,9,30,2364,798,26.6,0.48519458544839256,3.2039106145251397,18.31578947368421,37,0,0,1147,43,129,27,51.9,15,7,0.4666666666666667,2,4,24,75,1,1,0
Marco Calderoni,0,2020-2021,15,922,10,5,7,1,1,2,1,548,74.8,14,21,39,1758,2792,71.58974358974359,0.49772468714448237,2.4104683195592287,4.5,25,0,0,875,24,61,6,33.3,9,8,0.8888888888888888,15,21,33.3,12,0,0,1
Andrea Nalini,0,2020-2021,15,641,8,7,1,2,0,2,2,230,71.7,9,12,27,1371,763,28.25925925925926,0.5273522975929978,3.7461139896373057,31.5,31,0,0,723,24,52,18,38.9,5,2,0.4,3,9,60,50,1,1,0
Dennis Johnsen,0,2020-2021,32,1841,20,12,2,3,3,6,3,457,56.7,23,19,40,3240,1262,31.55,0.55,3.7125,17.894736842105264,63,1,2,1782,72,174,101,43.6,16,11,0.6875,8,7,47.2,36,1,1,0
Filippo Scaglia,0,2020-2021,9,766,8,1,27,1,0,1,1,554,83.8,1,1,30,1922,3433,114.43333333333334,0.5905306971904266,2.91025641025641,36.266666666666666,6,0,0,1135,2,0,1,0,10,4,0.4,17,26,69.4,49,0,0,1
Alessandro Vogliacco,0,2020-2021,31,2389,28,3,2,0,1,1,0,1352,69.5,8,15,113,3403,9140,80.88495575221239,0.562151043197179,2.7289586305278175,45.04761904761905,27,3,0,1913,21,19,12,41.7,52,34,0.6538461538461539,65,92,51.2,86,0,0,1
Frederik Sørensen,0,2020-2021,11,800,9,2,4,0,0,0,0,419,73.7,3,1,38,1262,2982,78.47368421052632,0.6259904912836767,3.0501930501930503,28.58823529411765,9,0,0,790,5,1,3,33.3,11,8,0.7272727272727273,19,49,61.4,44,0,0,1
Gianluca Di Chiara,0,2020-2021,33,2497,27,6,2,1,3,4,1,1588,63.9,30,36,108,4302,9046,83.75925925925925,0.5090655509065551,2.5674091441969518,22.166666666666668,67,2,0,2190,48,116,34,29.4,59,37,0.6271186440677966,38,67,76,25,0,0,1
Ihsan Sacko,0,2020-2021,18,478,4,14,18,0,0,0,0,149,71.1,8,4,15,863,343,22.866666666666667,0.4600231749710313,3.125984251968504,5.454545454545454,15,1,0,397,11,35,12,75,10,7,0.7,2,1,31.3,16,1,1,0
Lorenzo Ariaudo,0,2020-2021,20,1457,17,3,9,1,0,1,1,922,86,0,0,36,3230,6826,189.61111111111111,0.5789473684210527,3.0505709624796085,34.03125,4,0,0,1870,3,1,4,50,12,7,0.5833333333333334,18,55,50.8,65,0,0,1
Simone Pasa,0,2020-2021,18,747,7,11,7,0,0,0,0,316,69.6,7,6,43,921,1527,35.51162790697674,0.5385450597176982,2.7709497206703912,17.142857142857142,15,1,0,496,13,15,7,85.7,16,9,0.5625,10,13,53.3,30,0,1,0
Jari Vandeputte,0,2020-2021,28,1345,12,16,0,1,1,2,1,657,61.2,25,14,55,3035,2026,36.836363636363636,0.4688632619439868,3.141280353200883,12.521739130434783,53,1,0,1423,48,96,28,42.9,16,7,0.4375,7,13,34.3,35,1,1,0
Raúl Asencio,0,2020-2021,17,786,9,8,0,0,1,1,0,200,63.5,10,8,19,765,371,19.526315789473685,0.257516339869281,0.9704433497536946,46.958333333333336,22,1,0,197,6,63,14,57.1,3,3,1,3,12,48.9,94,1,0,0
Francesco Forte,0,2020-2021,33,2560,30,3,1,14,1,15,12,452,66.8,25,10,42,2304,770,18.333333333333332,0.34765625,1.5675146771037183,70.88607594936708,67,1,0,801,26,127,39,20.5,10,6,0.6,1,15,47,149,1,0,0
Nenad Tomović,0,2020-2021,34,2645,30,4,2,1,1,2,1,1636,83.6,11,7,146,7109,9718,66.56164383561644,0.5813757209171473,3.5567986230636834,58.357142857142854,38,1,0,4133,67,19,9,88.9,37,27,0.7297297297297297,86,130,57.6,99,0,0,1
Gabriele Gori,0,2020-2021,27,1153,12,15,8,3,3,6,3,316,63.9,14,3,21,939,359,17.095238095238095,0.31203407880724177,1.2362869198312236,55.75342465753425,40,2,0,293,8,91,16,50,9,6,0.6666666666666666,3,7,43,128,1,0,0
Dejan Vokič,0,2020-2021,12,557,6,6,20,1,1,2,1,261,78.5,16,8,25,1165,811,32.44,0.3562231759656652,1.7811158798283262,7.5,34,0,0,415,11,26,14,57.1,8,6,0.75,9,10,60,10,1,1,0
Tommaso Cassandro,0,2020-2021,11,798,8,3,11,0,1,1,0,531,70.2,5,10,39,1542,3565,91.41025641025641,0.6264591439688716,3.2857142857142856,10.125,15,0,0,966,19,23,11,45.5,20,15,0.75,10,21,52.9,17,0,0,1
Francesco Belli,0,2020-2021,24,1102,12,12,9,1,0,1,1,514,72,8,11,24,1279,3390,141.25,0.42376856919468336,2.336206896551724,15.076923076923077,21,0,0,542,12,27,7,71.4,19,12,0.631578947368421,8,47,51.9,27,0,0,1
Soufiane Bidaoui,0,2020-2021,18,823,8,10,0,1,0,1,1,283,77.4,10,6,19,2222,518,27.263157894736842,0.5292529252925292,4.140845070422535,5.277777777777778,39,0,3,1176,43,101,49,46.9,12,8,0.6666666666666666,5,0,21.7,23,1,1,0
Tommaso D'Orazio,0,2020-2021,14,914,9,5,6,0,3,3,0,626,74.6,7,10,65,2167,4458,68.58461538461539,0.5588371019843101,2.9975247524752477,24,25,0,0,1211,18,27,4,25,22,15,0.6818181818181818,13,30,80,25,0,0,1
Lamin Jallow,0,2020-2021,22,990,12,10,8,3,2,5,3,260,60.4,13,9,20,1684,496,24.8,0.43942992874109266,2.9718875502008033,13.295454545454545,26,0,1,740,32,98,27,48.1,13,10,0.7692307692307693,1,6,22.8,57,1,0,0
Nahuel Valentini,0,2020-2021,12,835,9,3,8,2,0,2,2,303,74.6,2,0,12,684,1682,140.16666666666666,0.391812865497076,1.6144578313253013,34.73684210526316,1,0,0,268,1,2,1,0,3,2,0.6666666666666666,20,42,63.5,52,0,0,1
Florian Ayé,0,2020-2021,37,2657,30,7,1,16,3,19,16,650,66.8,32,11,36,1951,937,26.02777777777778,0.34648898001025114,1.4922737306843268,128.68817204301075,60,2,0,676,26,177,27,59.3,16,7,0.4375,6,20,40.8,314,1,0,0
Ryder Matos,0,2020-2021,28,1023,11,17,6,7,3,10,6,259,77.6,24,11,23,1833,481,20.91304347826087,0.44189852700491,2.988929889298893,9.391304347826088,45,0,1,810,47,126,15,53.3,6,3,0.5,2,4,28.1,32,1,0,0
Nicholas Siega,0,2020-2021,31,1377,15,16,2,1,2,3,1,424,73.8,21,5,40,1660,1209,30.225,0.4295180722891566,2.493006993006993,16.666666666666668,40,1,0,713,19,69,23,52.2,40,22,0.55,11,19,40,40,0,1,0
Stephane Omeonga,0,2020-2021,24,1433,16,8,6,0,0,0,0,662,75.5,11,9,50,2849,2024,40.48,0.48894348894348894,2.791583166332665,2.0833333333333335,31,3,0,1393,33,49,19,63.2,42,28,0.6666666666666666,31,12,7.7,26,0,1,1
Ben Lhassine Kone,0,2020-2021,26,1199,11,15,9,1,0,1,1,470,80.6,3,3,29,1891,1727,59.55172413793103,0.4632469592808038,2.4265927977839334,6.75,19,0,1,876,12,13,24,66.7,27,15,0.5555555555555556,33,22,42.9,14,0,1,0
Daniel Cappelletti,0,2020-2021,31,2676,30,1,4,4,1,5,4,1591,76.2,10,9,105,4452,10230,97.42857142857143,0.5676100628930818,2.7289416846652266,111.46666666666667,39,1,0,2527,23,45,11,45.5,45,27,0.6,66,99,59.5,185,0,0,1
Francesco Deli,0,2020-2021,13,430,6,7,7,2,0,2,2,131,61.8,4,6,14,567,308,22,0.5485008818342152,3.3440860215053765,13.2,15,1,0,311,7,25,20,45,19,10,0.5263157894736842,3,2,68.8,16,1,1,0
Jens Odgaard,0,2020-2021,19,1374,17,2,0,1,1,2,1,314,68.5,10,3,15,1838,348,23.2,0.4200217627856366,2.346504559270517,27.397058823529413,30,0,0,772,31,106,43,65.1,10,3,0.3,3,20,28.4,95,1,0,0
Tiago Casasola,0,2020-2021,35,3056,34,1,1,3,4,7,3,1531,57.8,47,79,208,5562,11285,54.25480769230769,0.5902553038475369,3.4269311064718164,28.903225806451612,104,0,3,3283,104,121,66,59.1,71,41,0.5774647887323944,62,88,47.5,59,0,0,1
Gabriele Ferrarini,0,2020-2021,14,721,7,7,18,0,1,1,0,382,63.6,5,11,30,1430,2153,71.76666666666667,0.479020979020979,3.5309278350515463,19.125,19,0,0,685,22,37,11,18.2,12,9,0.75,20,30,68,25,0,0,1
Mirko Marić,0,2020-2021,21,700,6,15,9,2,2,4,2,254,69.7,11,5,13,934,341,26.23076923076923,0.30085653104925053,1.5698324022346368,29,29,2,0,281,8,74,8,75,6,5,0.8333333333333334,3,3,50,56,1,0,0
Alessandro Fiordaliso,0,2020-2021,20,1618,19,1,13,0,1,1,0,843,77.7,9,9,56,1700,5026,89.75,0.4864705882352941,1.8337028824833703,23.22222222222222,23,0,0,827,14,21,4,75,23,12,0.5217391304347826,23,65,55,40,0,0,1
Fausto Rossi,0,2020-2021,20,1463,18,2,2,0,1,1,0,1175,82.2,17,13,110,4240,5441,49.46363636363636,0.5096698113207547,2.6646115906288532,17.142857142857142,43,0,0,2161,28,26,24,66.7,35,20,0.5714285714285714,19,17,68.2,22,0,1,0
Pepín,0,2020-2021,29,1532,15,14,5,2,1,3,2,842,75.9,36,32,106,4038,3372,31.81132075471698,0.4774640911342249,2.984520123839009,14.736842105263158,87,2,0,1928,51,82,71,57.7,32,17,0.53125,19,9,42.4,33,1,1,0
Mariusz Stępiński,0,2020-2021,31,1715,21,10,6,9,3,12,8,383,72.8,26,13,30,1961,884,29.466666666666665,0.36511983681795,1.8080808080808082,19.431818181818183,58,0,0,716,29,146,31,48.4,6,3,0.5,4,12,30.2,63,1,0,0
Stefano Moreo,0,2020-2021,31,1351,12,19,2,4,0,4,4,444,63.7,12,12,41,2112,1011,24.658536585365855,0.46117424242424243,2.7988505747126435,49.142857142857146,38,0,0,974,30,80,21,52.4,18,9,0.5,13,27,53.3,90,1,1,0
Nicholas Pierini,0,2020-2021,12,468,5,7,5,0,1,1,0,135,77.8,5,5,14,620,362,25.857142857142858,0.432258064516129,2.144,5.555555555555555,11,0,0,268,7,30,18,50,6,3,0.5,1,3,35.7,14,1,0,1
Mirko Gori,0,2020-2021,17,934,11,6,10,0,1,1,0,402,70.6,6,8,40,1032,1710,42.75,0.39825581395348836,1.6181102362204725,7.5,14,0,0,411,7,25,13,61.5,25,11,0.44,18,25,33.3,21,0,1,0
Davide Lanzafame,0,2020-2021,11,433,4,7,2,2,2,4,2,146,71.9,3,3,13,820,297,22.846153846153847,0.43902439024390244,2.4161073825503356,13.541666666666666,9,0,0,360,14,34,12,58.3,1,0,0,0,1,35.1,37,1,0,0
Nicola Falasco,0,2020-2021,27,2297,27,0,2,1,2,3,1,1439,64.5,29,36,125,4770,10078,80.624,0.5559748427672956,3.2420537897310515,20.25,63,1,0,2652,46,54,38,71.1,30,19,0.6333333333333333,32,50,69.2,26,0,0,1
Cristian Galano,0,2020-2021,27,1654,20,7,6,4,1,5,3,606,85.3,26,10,54,3196,1443,26.72222222222222,0.363892365456821,2.3686354378818737,5.172413793103448,63,0,0,1163,31,115,14,50,10,6,0.6,6,7,14.7,34,1,1,0
Robert Gucher,0,2020-2021,37,2904,33,4,0,6,6,12,6,1127,59.3,70,41,141,4244,5591,39.652482269503544,0.4959943449575872,2.7917771883289126,33.785714285714285,152,1,1,2105,61,143,77,55.8,48,30,0.625,26,28,44,75,0,1,0
Giuseppe Bellusci,0,2020-2021,30,2487,29,1,0,0,2,2,0,2175,87.2,9,10,170,7687,16895,99.38235294117646,0.6162352022895798,3.092036553524804,73.08823529411765,32,1,0,4737,41,15,5,80,37,26,0.7027027027027027,42,103,67.6,105,0,0,1
Sebastiano Esposito,0,2020-2021,28,1284,13,15,8,3,1,4,3,422,67.8,23,11,28,1890,996,35.57142857142857,0.48148148148148145,2.3947368421052633,14.424242424242424,40,1,0,910,39,107,29,41.4,22,12,0.5454545454545454,7,3,29.8,47,1,0,0
Ledian Memushaj,0,2020-2021,21,1243,15,6,1,1,1,2,1,856,81.2,24,19,88,3518,3769,42.82954545454545,0.44855031267765777,2.5742251223491026,23.22222222222222,49,2,0,1578,33,67,28,46.4,20,11,0.55,10,6,55,40,0,1,0
Brayan Vera,0,2020-2021,22,1241,15,7,12,0,1,1,0,574,69.7,21,14,35,2318,2909,83.11428571428571,0.5379637618636756,3.4164383561643836,17,40,2,0,1247,34,61,20,55,20,14,0.7,10,19,50,32,0,0,1
Andrea Tiritiello,0,2020-2021,23,1651,18,5,6,2,0,2,2,987,76.2,5,3,67,2848,6584,98.26865671641791,0.6316713483146067,3.112456747404844,72.57777777777778,17,1,0,1799,13,14,3,33.3,35,21,0.6,32,101,61.2,116,0,0,1
Eros Pisano,0,2020-2021,16,683,9,7,19,0,0,0,0,369,69.9,6,7,31,958,2209,71.25806451612904,0.5782881002087683,2.638095238095238,22.5,14,0,0,554,10,10,1,100,7,4,0.5714285714285714,7,21,60,35,0,0,1
Roberto Ogunseye,0,2020-2021,35,2163,23,12,2,5,0,5,4,472,64,16,10,33,2603,643,19.484848484848484,0.18786016135228584,1.134570765661253,105.90517241379311,46,0,1,489,15,170,31,38.7,11,7,0.6363636363636364,1,15,47.5,221,1,0,0
Nadir Zortea,0,2020-2021,29,2003,22,7,3,0,1,1,0,1066,69.3,20,32,81,4778,7072,87.30864197530865,0.5311845960652993,3.6205420827389445,29.82857142857143,54,0,0,2538,69,88,79,48.1,27,18,0.6666666666666666,32,53,45.3,64,0,1,1
Antonio Cinelli,0,2020-2021,33,2029,20,13,4,0,1,1,0,840,77,18,11,126,2336,4258,33.79365079365079,0.4730308219178082,2.2783505154639174,33.06666666666667,41,0,0,1105,18,29,14,64.3,42,23,0.5476190476190477,39,41,51.6,62,0,1,0
Jhon Chancellor,0,2020-2021,21,1890,21,0,8,0,0,0,0,1016,87.2,1,0,49,3893,6780,138.3673469387755,0.5044952478808117,2.6684782608695654,72.5,6,0,0,1964,9,0,9,66.7,26,12,0.46153846153846156,30,106,71.4,98,0,0,1
Paolo Rozzio,0,2020-2021,23,2070,23,0,3,1,0,1,1,1086,84.2,2,3,47,4142,7395,157.3404255319149,0.6574118783196523,3.73013698630137,77.80952380952381,11,1,0,2723,10,0,4,50,23,12,0.5217391304347826,40,134,64.4,118,0,0,1
Rigoberto Rivas,0,2020-2021,27,1579,21,6,2,5,3,8,5,475,66.3,15,11,51,2860,994,19.49019607843137,0.49475524475524474,3.4596577017114916,30.638297872340427,40,3,0,1415,58,135,55,47.3,22,13,0.5909090909090909,8,7,39,77,1,1,0
Daniel Boloca,0,2020-2021,13,730,8,5,12,0,0,0,0,326,86.2,20,6,39,1351,1073,27.512820512820515,0.5166543301258327,2.970212765957447,9.6,38,1,0,698,17,34,23,82.6,18,11,0.6111111111111112,6,7,61.5,13,0,1,0
Stefano Giacomelli,0,2020-2021,31,1655,20,11,5,3,6,9,3,989,61.3,52,31,102,3845,4162,40.80392156862745,0.4564369310793238,2.6,11.478260869565217,97,0,1,1755,52,142,36,22.2,37,25,0.6756756756756757,15,8,32.4,34,1,1,0
Žan Celar,0,2020-2021,27,1091,7,20,4,2,1,3,2,280,75,15,3,21,1333,559,26.61904761904762,0.42385596399099773,2.20703125,17.708333333333332,45,1,0,565,17,107,29,62.1,13,11,0.8461538461538461,7,4,41.5,41,1,1,0
Simone Edera,0,2020-2021,16,899,14,2,1,2,1,3,2,311,62.4,14,10,23,1623,1070,46.52173913043478,0.4787430683918669,2.9543726235741445,9.75,32,0,0,777,20,86,41,26.8,8,6,0.75,8,3,42.9,21,1,1,0
Alessandro Bassoli,0,2020-2021,16,1056,10,6,10,0,0,0,0,574,74.6,2,3,42,1697,3527,83.97619047619048,0.6134354743665291,2.8677685950413223,30.38095238095238,11,1,0,1041,7,2,1,0,17,10,0.5882352941176471,20,48,58,50,0,0,1
Simone Pontisso,0,2020-2021,25,1467,18,7,2,0,1,1,0,728,77.7,17,8,77,1817,3388,44,0.4799119427627958,2.051764705882353,29.93548387096774,36,3,0,872,11,12,13,53.8,37,28,0.7567567567567568,31,17,48.3,60,0,1,0
Michael Svoboda,0,2020-2021,19,963,10,9,17,1,0,1,1,592,84,6,3,37,2013,3534,95.51351351351352,0.6616989567809239,3.240875912408759,48.11904761904762,19,0,0,1332,6,3,4,75,22,14,0.6363636363636364,22,53,52.8,89,0,0,1
Gennaro Tutino,0,2020-2021,36,2671,31,5,1,13,3,16,11,637,71.9,32,20,44,4032,927,21.068181818181817,0.43973214285714285,2.595900439238653,42.5,89,0,2,1773,76,242,79,39.2,7,5,0.7142857142857143,6,5,33.3,126,1,0,0
Davide Agazzi,0,2020-2021,15,949,11,4,6,0,0,0,0,422,79.9,15,5,52,1383,1668,32.07692307692308,0.48734634851771513,2.2098360655737705,16.88888888888889,31,2,0,674,11,33,9,44.4,34,20,0.5882352941176471,14,12,47.1,34,0,1,0
Daniele Sciaudone,0,2020-2021,35,2704,31,4,1,1,1,2,1,1313,76.1,26,14,149,4351,5853,39.281879194630875,0.48103884164559874,2.1313645621181263,36.34615384615385,78,0,2,2093,39,102,38,47.4,55,32,0.5818181818181818,37,32,57.4,61,0,1,0
Luca Ranieri,0,2020-2021,25,2115,23,2,6,0,1,1,0,1232,78.7,6,13,131,4096,8383,63.99236641221374,0.65185546875,3.171021377672209,34.064516129032256,29,0,0,2670,36,16,13,61.5,21,14,0.6666666666666666,30,71,51.6,64,0,0,1
Carlos Augusto,0,2020-2021,30,2406,28,2,2,3,1,4,3,1785,79.5,29,30,140,6635,8541,61.00714285714286,0.5154483798040693,2.9842931937172774,65.03225806451613,65,0,0,3420,79,154,41,56.1,51,34,0.6666666666666666,47,70,67,94,0,0,1
Emanuele Terranova,0,2020-2021,23,1974,22,1,4,1,0,1,0,955,80.5,4,6,73,2465,7039,96.42465753424658,0.5748478701825558,2.6,66.04838709677419,13,0,0,1417,5,4,1,100,16,12,0.75,38,97,51.2,127,0,0,1
Francesco Zampano,0,2020-2021,35,2604,29,6,1,1,1,2,1,1465,75.6,42,35,94,6390,5997,63.797872340425535,0.5860719874804382,3.675171736997056,45.25714285714286,85,3,0,3745,119,191,69,49.3,57,36,0.631578947368421,22,47,55.7,79,0,0,1
Mattia Vitale,0,2020-2021,10,589,8,2,27,0,0,0,0,297,71,6,3,34,1130,913,26.852941176470587,0.5061946902654867,2.623853211009174,1.0909090909090908,23,0,0,572,20,34,6,83.3,14,7,0.5,10,1,8.3,12,0,1,0
Caleb Okoli,0,2020-2021,16,1395,16,0,18,1,0,1,1,777,79.9,4,4,58,2803,4767,82.1896551724138,0.526578665715305,2.708256880733945,40.21875,11,0,0,1476,16,2,6,50,29,20,0.6896551724137931,46,56,54.9,71,0,0,1
Fabio Lucioni,0,2020-2021,37,3212,36,1,0,0,0,0,0,2199,84.8,9,4,172,9118,17154,99.73255813953489,0.585874095196315,3.3534212178279974,94.9375,26,0,0,5342,17,4,22,63.6,32,23,0.71875,64,137,66,141,0,0,1
Mario Balotelli,0,2020-2021,12,466,4,8,0,5,1,6,5,113,73.5,5,0,15,525,265,17.666666666666668,0.2895238095238095,1.2666666666666666,7.538461538461538,12,0,0,152,5,32,1,0,1,0,0,1,3,35,20,1,0,0
Orji Okwonkwo,0,2020-2021,12,597,6,6,6,0,0,0,0,118,59.3,6,4,5,847,225,45,0.5395513577331759,4.271028037383178,9.36,16,0,0,457,18,44,8,62.5,3,2,0.6666666666666666,1,0,26.5,34,1,1,0
Giacomo Beretta,0,2020-2021,14,811,10,4,4,3,0,3,3,164,68.3,8,3,5,745,148,29.6,0.3785234899328859,1.6114285714285714,19.558823529411764,18,0,0,282,12,80,15,53.3,3,2,0.6666666666666666,0,3,35.8,53,1,0,0
Luigi Canotto,0,2020-2021,32,1871,20,12,0,5,3,8,5,435,62.3,22,16,40,4531,737,18.425,0.5504303685720592,4.899803536345776,3.2727272727272725,64,0,0,2494,113,203,58,25.9,5,4,0.8,5,5,21.4,14,1,1,0
Nicolò Cambiaghi,0,2020-2021,18,522,2,16,16,0,0,0,0,173,74.6,2,3,14,1385,416,29.714285714285715,0.41660649819494583,3.7225806451612904,1.1666666666666667,13,0,0,577,24,40,16,50,10,5,0.5,6,3,14.3,7,1,0,1
Christian Gytkjær,0,2020-2021,22,1498,19,3,2,6,5,11,4,285,76.1,18,6,11,593,262,23.818181818181817,0.3591905564924115,1.1036269430051813,32.680851063829785,28,1,0,213,7,104,3,100,8,6,0.75,7,14,40.5,79,1,0,0
Leo Štulac,0,2020-2021,36,3108,36,0,2,3,7,10,3,2221,78.3,76,40,281,7173,12379,44.05338078291815,0.5736790743064268,3.2376081825334384,26.25,156,2,0,4115,56,41,25,76,62,40,0.6451612903225806,37,30,55.6,45,0,1,0
Marco Armellino,0,2020-2021,27,1452,15,12,9,2,1,3,2,798,84.2,16,15,104,2637,3087,29.682692307692307,0.5202882062950323,2.603415559772296,20.1875,44,0,0,1372,23,52,10,80,42,28,0.6666666666666666,10,17,54.3,35,0,1,0
Matteo Ardemagni,0,2020-2021,17,946,11,6,8,1,2,3,0,159,61.6,7,2,10,536,191,19.1,0.15671641791044777,0.5637583892617449,34.59649122807018,16,0,0,84,1,46,5,40,10,7,0.7,2,18,37.4,91,1,0,0
Camillo Tavernelli,0,2020-2021,23,922,10,13,8,3,1,4,3,177,66.7,14,8,15,1299,344,22.933333333333334,0.4172440338722094,3.1695906432748537,11.333333333333334,29,1,0,542,23,72,13,15.4,4,1,0.25,0,0,25,44,1,1,0
Matteo Legittimo,0,2020-2021,35,3027,34,1,2,0,0,0,0,1768,79.6,9,14,105,5068,11275,107.38095238095238,0.5438042620363063,2.549491211840888,28.58823529411765,23,0,0,2756,13,11,10,70,39,26,0.6666666666666666,43,105,61.4,44,0,0,1
Paweł Jaroszyński,0,2020-2021,32,2416,29,3,4,0,2,2,0,1229,69.2,23,23,91,4153,6800,74.72527472527473,0.4789308933301228,2.659090909090909,40.3,54,3,0,1989,33,72,29,41.4,52,31,0.5961538461538461,38,65,56.5,69,0,0,1
Jacopo Da Riva,0,2020-2021,17,1092,12,5,7,3,1,4,3,457,79,8,5,38,1826,1529,40.23684210526316,0.47261774370208104,2.77491961414791,19.125,24,2,0,863,13,18,21,47.6,31,21,0.6774193548387096,16,13,52.9,34,0,1,0
Daniele Liotti,0,2020-2021,30,1553,18,12,7,5,2,7,5,641,66.6,16,13,49,1689,2707,55.244897959183675,0.42391947898164595,1.87434554973822,26.72222222222222,31,2,0,716,14,67,21,52.4,20,9,0.45,14,26,41.9,62,1,0,1
Samuele Ricci,0,2020-2021,34,1656,19,15,1,2,4,6,2,787,83.4,24,13,87,4074,2549,29.298850574712645,0.4693176239567992,2.8838612368024132,9.692307692307692,56,2,0,1912,52,102,40,40,36,20,0.5555555555555556,19,14,40.9,22,0,1,0
Antonio Caracciolo,0,2020-2021,33,2849,32,1,0,2,1,3,2,1329,81.2,4,0,91,4468,8035,88.2967032967033,0.5776633840644584,3.011668611435239,81.25,15,0,0,2581,18,6,19,68.4,64,42,0.65625,84,122,55.6,144,0,0,1
Filippo De Col,0,2020-2021,15,1078,11,4,8,0,0,0,0,642,70.1,9,9,52,1997,3519,67.67307692307692,0.48222333500250375,2.354523227383863,10.833333333333334,21,0,0,963,20,46,8,50,11,7,0.6363636363636364,7,28,45.5,22,0,0,1
Alessandro Mallamo,0,2020-2021,23,872,10,13,7,0,1,1,0,281,73.3,14,15,25,1769,799,31.96,0.43414358394573205,2.8131868131868134,9.409090909090908,36,1,0,768,28,63,24,16.7,25,15,0.6,6,4,29,31,1,1,0
Davide Diaw,0,2020-2021,36,2505,28,8,0,11,2,13,8,510,62.2,29,10,38,3724,870,22.894736842105264,0.37996777658431796,2.3821548821548824,73.81111111111112,80,2,1,1415,49,242,68,33.8,31,21,0.6774193548387096,10,24,44.8,163,1,0,0
Przemysław Szymiński,0,2020-2021,30,2530,28,2,4,2,2,4,2,1577,87.8,7,3,81,5983,10556,130.320987654321,0.5622597359184356,2.862978723404255,57.904761904761905,20,0,0,3364,8,2,3,66.7,28,16,0.5714285714285714,40,113,47.5,120,0,0,1
Bartosz Salamon,0,2020-2021,13,860,9,4,4,2,0,2,2,482,79.5,4,7,28,1586,3020,107.85714285714286,0.6059268600252207,3.0605095541401273,35.42857142857143,8,0,0,961,5,4,1,100,14,11,0.7857142857142857,11,56,81.6,38,0,0,1
Luca Fiordilino,0,2020-2021,37,2669,30,7,0,4,1,5,4,1347,85.2,21,24,181,4279,5766,31.85635359116022,0.4940406637064735,2.141843971631206,22.594594594594593,79,3,0,2114,32,51,22,45.5,43,20,0.46511627906976744,53,34,37.3,59,0,1,0
